instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr,year_month
16168,2012-11-11,4,1,11,0,0,0,1,0.36,0.3788,0.77,0.0,94,179,273,9.0,2012-11-01
16169,2012-11-11,4,1,11,0,0,0,1,0.4,0.4091,0.69,0.1045,133,272,405,10.0,2012-11-01
16170,2012-11-11,4,1,11,0,0,0,1,0.46,0.4545,0.59,0.1343,180,324,504,11.0,2012-11-01
16171,2012-11-11,4,1,11,0,0,0,1,0.5,0.4848,0.48,0.0896,195,390,585,12.0,2012-11-01
16172,2012-11-11,4,1,11,0,0,0,1,0.54,0.5152,0.45,0.1045,262,424,686,13.0,2012-11-01
16173,2012-11-11,4,1,11,0,0,0,1,0.6,0.6212,0.33,0.1642,292,362,654,14.0,2012-11-01
16174,2012-11-11,4,1,11,0,0,0,1,0.56,0.5303,0.37,0.2239,304,420,724,15.0,2012-11-01
16175,2012-11-11,4,1,11,0,0,0,1,0.54,0.5152,0.42,0.2239,260,393,653,16.0,2012-11-01
16176,2012-11-11,4,1,11,0,0,0,1,0.54,0.5152,0.45,0.1642,151,342,493,17.0,2012-11-01
16177,2012-11-11,4,1,11,0,0,0,1,0.52,0.5,0.45,0.1343,102,303,405,18.0,2012-11-01
16178,2012-11-11,4,1,11,0,0,0,1,0.48,0.4697,0.55,0.1343,69,208,277,19.0,2012-11-01
16179,2012-11-11,4,1,11,0,0,0,1,0.44,0.4394,0.62,0.1642,54,146,200,20.0,2012-11-01
16180,2012-11-11,4,1,11,0,0,0,1,0.44,0.4394,0.67,0.2239,44,127,171,21.0,2012-11-01
16181,2012-11-11,4,1,11,0,0,0,1,0.42,0.4242,0.71,0.194,21,113,134,22.0,2012-11-01
16182,2012-11-11,4,1,11,0,0,0,1,0.42,0.4242,0.71,0.194,16,93,109,23.0,2012-11-01
16183,2012-11-12,4,1,11,1,1,0,1,0.42,0.4242,0.71,0.1045,6,43,49,0.0,2012-11-01
16184,2012-11-12,4,1,11,1,1,0,1,0.4,0.4091,0.76,0.1642,4,26,30,1.0,2012-11-01
16185,2012-11-12,4,1,11,1,1,0,1,0.4,0.4091,0.76,0.1343,6,14,20,2.0,2012-11-01
16186,2012-11-12,4,1,11,1,1,0,1,0.4,0.4091,0.76,0.1343,1,3,4,3.0,2012-11-01
16187,2012-11-12,4,1,11,1,1,0,1,0.4,0.4091,0.76,0.0896,1,3,4,4.0,2012-11-01
16188,2012-11-12,4,1,11,1,1,0,1,0.38,0.3939,0.87,0.0,1,23,24,5.0,2012-11-01
16189,2012-11-12,4,1,11,1,1,0,1,0.38,0.3939,0.87,0.1045,7,64,71,6.0,2012-11-01
16190,2012-11-12,4,1,11,1,1,0,1,0.4,0.4091,0.87,0.0,16,248,264,7.0,2012-11-01
16191,2012-11-12,4,1,11,1,1,0,1,0.42,0.4242,0.82,0.1642,50,490,540,8.0,2012-11-01
16192,2012-11-12,4,1,11,1,1,0,1,0.44,0.4394,0.88,0.1045,60,337,397,9.0,2012-11-01
16193,2012-11-12,4,1,11,1,1,0,1,0.48,0.4697,0.77,0.1642,82,184,266,10.0,2012-11-01
16194,2012-11-12,4,1,11,1,1,0,1,0.52,0.5,0.72,0.1642,112,255,367,11.0,2012-11-01
16195,2012-11-12,4,1,11,1,1,0,1,0.56,0.5303,0.64,0.2239,105,314,419,12.0,2012-11-01
16196,2012-11-12,4,1,11,1,1,0,1,0.6,0.6061,0.6,0.2239,108,312,420,13.0,2012-11-01
16197,2012-11-12,4,1,11,1,1,0,1,0.58,0.5455,0.6,0.2836,134,310,444,14.0,2012-11-01
16198,2012-11-12,4,1,11,1,1,0,1,0.56,0.5303,0.64,0.2537,102,280,382,15.0,2012-11-01
16199,2012-11-12,4,1,11,1,1,0,1,0.56,0.5303,0.64,0.1642,87,347,434,16.0,2012-11-01
16200,2012-11-12,4,1,11,1,1,0,1,0.56,0.5303,0.64,0.2836,66,530,596,17.0,2012-11-01
16201,2012-11-12,4,1,11,1,1,0,1,0.52,0.5,0.72,0.1343,65,486,551,18.0,2012-11-01
16202,2012-11-12,4,1,11,1,1,0,1,0.54,0.5152,0.73,0.2836,30,323,353,19.0,2012-11-01
16203,2012-11-12,4,1,11,1,1,0,2,0.52,0.5,0.77,0.2836,31,273,304,20.0,2012-11-01
16204,2012-11-12,4,1,11,1,1,0,3,0.54,0.5152,0.73,0.2239,10,145,155,21.0,2012-11-01
16205,2012-11-12,4,1,11,1,1,0,1,0.52,0.5,0.77,0.2537,12,100,112,22.0,2012-11-01
16206,2012-11-12,4,1,11,1,1,0,2,0.54,0.5152,0.77,0.2239,1,62,63,23.0,2012-11-01
16207,2012-11-13,4,1,11,0,2,1,2,0.52,0.5,0.83,0.2836,5,18,23,0.0,2012-11-01
16208,2012-11-13,4,1,11,0,2,1,3,0.44,0.4394,0.88,0.6418,0,5,5,1.0,2012-11-01
16209,2012-11-13,4,1,11,0,2,1,3,0.36,0.3182,0.87,0.4478,7,4,11,2.0,2012-11-01
16210,2012-11-13,4,1,11,0,2,1,3,0.36,0.3333,0.87,0.3582,2,3,5,3.0,2012-11-01
16211,2012-11-13,4,1,11,0,2,1,2,0.36,0.3333,0.81,0.3881,0,9,9,4.0,2012-11-01
16212,2012-11-13,4,1,11,0,2,1,2,0.34,0.3182,0.87,0.2836,0,18,18,5.0,2012-11-01
16213,2012-11-13,4,1,11,0,2,1,3,0.32,0.2879,0.81,0.4627,2,48,50,6.0,2012-11-01
16214,2012-11-13,4,1,11,0,2,1,3,0.32,0.303,0.87,0.2537,1,106,107,7.0,2012-11-01
16215,2012-11-13,4,1,11,0,2,1,3,0.32,0.303,0.87,0.2537,4,207,211,8.0,2012-11-01
16216,2012-11-13,4,1,11,0,2,1,3,0.32,0.303,0.81,0.3284,1,109,110,9.0,2012-11-01
16217,2012-11-13,4,1,11,0,2,1,3,0.3,0.2727,0.75,0.3881,10,84,94,10.0,2012-11-01
16218,2012-11-13,4,1,11,0,2,1,1,0.32,0.303,0.7,0.2537,22,133,155,11.0,2012-11-01
16219,2012-11-13,4,1,11,0,2,1,1,0.34,0.3182,0.61,0.2836,16,180,196,12.0,2012-11-01
16220,2012-11-13,4,1,11,0,2,1,1,0.34,0.3182,0.53,0.2537,30,188,218,13.0,2012-11-01
16221,2012-11-13,4,1,11,0,2,1,1,0.38,0.3939,0.46,0.3881,34,169,203,14.0,2012-11-01
16222,2012-11-13,4,1,11,0,2,1,1,0.4,0.4091,0.4,0.2985,33,184,217,15.0,2012-11-01
16223,2012-11-13,4,1,11,0,2,1,1,0.38,0.3939,0.4,0.2985,28,282,310,16.0,2012-11-01
16224,2012-11-13,4,1,11,0,2,1,1,0.34,0.303,0.49,0.3582,33,575,608,17.0,2012-11-01
16225,2012-11-13,4,1,11,0,2,1,1,0.34,0.3182,0.49,0.2836,45,514,559,18.0,2012-11-01
16226,2012-11-13,4,1,11,0,2,1,1,0.32,0.2879,0.49,0.3582,12,344,356,19.0,2012-11-01
16227,2012-11-13,4,1,11,0,2,1,1,0.3,0.2727,0.49,0.3582,12,211,223,20.0,2012-11-01
16228,2012-11-13,4,1,11,0,2,1,1,0.3,0.2727,0.49,0.3582,9,178,187,21.0,2012-11-01
16229,2012-11-13,4,1,11,0,2,1,1,0.26,0.2273,0.56,0.3284,15,120,135,22.0,2012-11-01
16230,2012-11-13,4,1,11,0,2,1,1,0.26,0.2273,0.56,0.2985,6,78,84,23.0,2012-11-01
16231,2012-11-14,4,1,11,0,3,1,1,0.26,0.2424,0.56,0.2836,4,20,24,0.0,2012-11-01
16232,2012-11-14,4,1,11,0,3,1,1,0.24,0.2121,0.6,0.2985,2,10,12,1.0,2012-11-01
16233,2012-11-14,4,1,11,0,3,1,1,0.24,0.2121,0.6,0.2985,0,1,1,2.0,2012-11-01
16234,2012-11-14,4,1,11,0,3,1,1,0.24,0.2273,0.65,0.2239,0,5,5,3.0,2012-11-01
16235,2012-11-14,4,1,11,0,3,1,1,0.22,0.2273,0.69,0.194,0,6,6,4.0,2012-11-01
16236,2012-11-14,4,1,11,0,3,1,1,0.22,0.2273,0.69,0.194,0,39,39,5.0,2012-11-01
16237,2012-11-14,4,1,11,0,3,1,1,0.24,0.2273,0.65,0.194,4,142,146,6.0,2012-11-01
16238,2012-11-14,4,1,11,0,3,1,1,0.24,0.2121,0.65,0.2836,10,405,415,7.0,2012-11-01
16239,2012-11-14,4,1,11,0,3,1,1,0.28,0.2576,0.56,0.2985,27,664,691,8.0,2012-11-01
16240,2012-11-14,4,1,11,0,3,1,1,0.3,0.2727,0.52,0.3881,22,310,332,9.0,2012-11-01
16241,2012-11-14,4,1,11,0,3,1,1,0.32,0.2879,0.45,0.3582,18,153,171,10.0,2012-11-01
16242,2012-11-14,4,1,11,0,3,1,1,0.32,0.303,0.49,0.2537,25,126,151,11.0,2012-11-01
16243,2012-11-14,4,1,11,0,3,1,1,0.34,0.3333,0.46,0.0,40,200,240,12.0,2012-11-01
16244,2012-11-14,4,1,11,0,3,1,1,0.36,0.3333,0.43,0.2537,32,182,214,13.0,2012-11-01
16245,2012-11-14,4,1,11,0,3,1,1,0.36,0.3485,0.43,0.1343,20,161,181,14.0,2012-11-01
16246,2012-11-14,4,1,11,0,3,1,1,0.36,0.3333,0.43,0.2836,32,228,260,15.0,2012-11-01
16247,2012-11-14,4,1,11,0,3,1,1,0.34,0.3485,0.46,0.1045,31,290,321,16.0,2012-11-01
16248,2012-11-14,4,1,11,0,3,1,1,0.32,0.3182,0.49,0.194,19,564,583,17.0,2012-11-01
16249,2012-11-14,4,1,11,0,3,1,1,0.32,0.3182,0.53,0.1642,24,543,567,18.0,2012-11-01
16250,2012-11-14,4,1,11,0,3,1,1,0.3,0.303,0.52,0.1642,28,368,396,19.0,2012-11-01
16251,2012-11-14,4,1,11,0,3,1,1,0.3,0.3182,0.52,0.0896,15,252,267,20.0,2012-11-01
16252,2012-11-14,4,1,11,0,3,1,1,0.3,0.3333,0.56,0.0,5,208,213,21.0,2012-11-01
16253,2012-11-14,4,1,11,0,3,1,1,0.28,0.3182,0.61,0.0,6,167,173,22.0,2012-11-01
16254,2012-11-14,4,1,11,0,3,1,1,0.24,0.2424,0.7,0.1343,9,78,87,23.0,2012-11-01
16255,2012-11-15,4,1,11,0,4,1,2,0.26,0.303,0.65,0.0,1,33,34,0.0,2012-11-01
16256,2012-11-15,4,1,11,0,4,1,2,0.26,0.2727,0.65,0.1045,2,14,16,1.0,2012-11-01
16257,2012-11-15,4,1,11,0,4,1,2,0.26,0.2576,0.7,0.1642,0,7,7,2.0,2012-11-01
16258,2012-11-15,4,1,11,0,4,1,2,0.26,0.2879,0.7,0.0896,0,2,2,3.0,2012-11-01
16259,2012-11-15,4,1,11,0,4,1,2,0.28,0.2879,0.65,0.1343,0,5,5,4.0,2012-11-01
16260,2012-11-15,4,1,11,0,4,1,2,0.3,0.2879,0.61,0.2239,3,34,37,5.0,2012-11-01
16261,2012-11-15,4,1,11,0,4,1,2,0.3,0.2879,0.65,0.2537,1,146,147,6.0,2012-11-01
16262,2012-11-15,4,1,11,0,4,1,2,0.3,0.2879,0.65,0.194,7,403,410,7.0,2012-11-01
16263,2012-11-15,4,1,11,0,4,1,2,0.3,0.2879,0.61,0.2239,21,625,646,8.0,2012-11-01
16264,2012-11-15,4,1,11,0,4,1,2,0.32,0.3182,0.61,0.194,17,306,323,9.0,2012-11-01
16265,2012-11-15,4,1,11,0,4,1,2,0.32,0.3333,0.66,0.1343,11,142,153,10.0,2012-11-01
16266,2012-11-15,4,1,11,0,4,1,2,0.34,0.3333,0.61,0.1343,28,138,166,11.0,2012-11-01
16267,2012-11-15,4,1,11,0,4,1,2,0.36,0.3636,0.62,0.1045,29,184,213,12.0,2012-11-01
16268,2012-11-15,4,1,11,0,4,1,2,0.38,0.3939,0.54,0.1045,20,197,217,13.0,2012-11-01
16269,2012-11-15,4,1,11,0,4,1,2,0.38,0.3939,0.54,0.1642,27,174,201,14.0,2012-11-01
16270,2012-11-15,4,1,11,0,4,1,2,0.38,0.3939,0.58,0.1642,26,191,217,15.0,2012-11-01
16271,2012-11-15,4,1,11,0,4,1,2,0.36,0.3485,0.57,0.194,24,318,342,16.0,2012-11-01
16272,2012-11-15,4,1,11,0,4,1,2,0.36,0.3485,0.57,0.2239,22,541,563,17.0,2012-11-01
16273,2012-11-15,4,1,11,0,4,1,2,0.36,0.3485,0.57,0.194,10,563,573,18.0,2012-11-01
16274,2012-11-15,4,1,11,0,4,1,2,0.34,0.3333,0.61,0.1343,11,375,386,19.0,2012-11-01
16275,2012-11-15,4,1,11,0,4,1,1,0.34,0.3485,0.61,0.1045,23,262,285,20.0,2012-11-01
16276,2012-11-15,4,1,11,0,4,1,2,0.32,0.3333,0.66,0.1045,20,204,224,21.0,2012-11-01
16277,2012-11-15,4,1,11,0,4,1,2,0.32,0.3182,0.66,0.1642,10,143,153,22.0,2012-11-01
16278,2012-11-15,4,1,11,0,4,1,2,0.32,0.3182,0.61,0.1642,7,118,125,23.0,2012-11-01
16279,2012-11-16,4,1,11,0,5,1,2,0.32,0.3333,0.66,0.1045,7,58,65,0.0,2012-11-01
16280,2012-11-16,4,1,11,0,5,1,2,0.3,0.3182,0.65,0.0896,5,16,21,1.0,2012-11-01
16281,2012-11-16,4,1,11,0,5,1,2,0.3,0.303,0.7,0.1642,0,9,9,2.0,2012-11-01
16282,2012-11-16,4,1,11,0,5,1,2,0.3,0.303,0.65,0.1343,0,6,6,3.0,2012-11-01
16283,2012-11-16,4,1,11,0,5,1,2,0.3,0.3182,0.65,0.1045,0,5,5,4.0,2012-11-01
16284,2012-11-16,4,1,11,0,5,1,2,0.3,0.3182,0.65,0.0896,2,34,36,5.0,2012-11-01
16285,2012-11-16,4,1,11,0,5,1,2,0.3,0.3182,0.61,0.0896,4,126,130,6.0,2012-11-01
16286,2012-11-16,4,1,11,0,5,1,2,0.3,0.303,0.61,0.1642,5,362,367,7.0,2012-11-01
16287,2012-11-16,4,1,11,0,5,1,2,0.32,0.3333,0.57,0.1343,17,694,711,8.0,2012-11-01
16288,2012-11-16,4,1,11,0,5,1,1,0.34,0.3485,0.53,0.1045,21,330,351,9.0,2012-11-01
16289,2012-11-16,4,1,11,0,5,1,1,0.34,0.3333,0.53,0.194,33,165,198,10.0,2012-11-01
16290,2012-11-16,4,1,11,0,5,1,1,0.38,0.3939,0.43,0.2239,33,185,218,11.0,2012-11-01
16291,2012-11-16,4,1,11,0,5,1,1,0.4,0.4091,0.43,0.2836,28,262,290,12.0,2012-11-01
16292,2012-11-16,4,1,11,0,5,1,1,0.42,0.4242,0.38,0.194,52,226,278,13.0,2012-11-01
16293,2012-11-16,4,1,11,0,5,1,1,0.42,0.4242,0.35,0.1045,47,204,251,14.0,2012-11-01
16294,2012-11-16,4,1,11,0,5,1,1,0.42,0.4242,0.38,0.1343,30,237,267,15.0,2012-11-01
16295,2012-11-16,4,1,11,0,5,1,1,0.42,0.4242,0.35,0.2836,33,350,383,16.0,2012-11-01
16296,2012-11-16,4,1,11,0,5,1,1,0.36,0.3485,0.46,0.194,41,539,580,17.0,2012-11-01
16297,2012-11-16,4,1,11,0,5,1,1,0.34,0.3333,0.53,0.1642,22,483,505,18.0,2012-11-01
16298,2012-11-16,4,1,11,0,5,1,1,0.36,0.3485,0.46,0.2239,26,306,332,19.0,2012-11-01
16299,2012-11-16,4,1,11,0,5,1,1,0.36,0.3333,0.46,0.2537,20,207,227,20.0,2012-11-01
16300,2012-11-16,4,1,11,0,5,1,1,0.34,0.3333,0.49,0.194,21,157,178,21.0,2012-11-01
16301,2012-11-16,4,1,11,0,5,1,1,0.32,0.303,0.53,0.2537,23,139,162,22.0,2012-11-01
16302,2012-11-16,4,1,11,0,5,1,1,0.32,0.303,0.53,0.2239,14,114,128,23.0,2012-11-01
16303,2012-11-17,4,1,11,0,6,0,1,0.3,0.303,0.52,0.1642,11,95,106,0.0,2012-11-01
16304,2012-11-17,4,1,11,0,6,0,1,0.26,0.2576,0.6,0.194,13,74,87,1.0,2012-11-01
16305,2012-11-17,4,1,11,0,6,0,1,0.26,0.2576,0.65,0.194,8,41,49,2.0,2012-11-01
16306,2012-11-17,4,1,11,0,6,0,1,0.26,0.2576,0.65,0.194,2,19,21,3.0,2012-11-01
16307,2012-11-17,4,1,11,0,6,0,1,0.24,0.2273,0.7,0.194,1,6,7,4.0,2012-11-01
16308,2012-11-17,4,1,11,0,6,0,1,0.24,0.2424,0.7,0.1642,1,10,11,5.0,2012-11-01
16309,2012-11-17,4,1,11,0,6,0,1,0.24,0.2273,0.7,0.2239,0,21,21,6.0,2012-11-01
16310,2012-11-17,4,1,11,0,6,0,1,0.24,0.2273,0.7,0.194,8,70,78,7.0,2012-11-01
16311,2012-11-17,4,1,11,0,6,0,1,0.26,0.2576,0.65,0.2239,30,138,168,8.0,2012-11-01
16312,2012-11-17,4,1,11,0,6,0,1,0.34,0.3182,0.49,0.2239,48,200,248,9.0,2012-11-01
16313,2012-11-17,4,1,11,0,6,0,1,0.36,0.3333,0.46,0.2537,62,258,320,10.0,2012-11-01
16314,2012-11-17,4,1,11,0,6,0,1,0.38,0.3939,0.43,0.194,80,343,423,11.0,2012-11-01
16315,2012-11-17,4,1,11,0,6,0,1,0.4,0.4091,0.4,0.1642,117,359,476,12.0,2012-11-01
16316,2012-11-17,4,1,11,0,6,0,1,0.42,0.4242,0.38,0.2537,179,346,525,13.0,2012-11-01
16317,2012-11-17,4,1,11,0,6,0,1,0.42,0.4242,0.38,0.194,175,380,555,14.0,2012-11-01
16318,2012-11-17,4,1,11,0,6,0,1,0.42,0.4242,0.35,0.2985,175,374,549,15.0,2012-11-01
16319,2012-11-17,4,1,11,0,6,0,1,0.4,0.4091,0.4,0.2239,144,325,469,16.0,2012-11-01
16320,2012-11-17,4,1,11,0,6,0,1,0.38,0.3939,0.4,0.1642,101,302,403,17.0,2012-11-01
16321,2012-11-17,4,1,11,0,6,0,1,0.36,0.3636,0.5,0.1045,34,237,271,18.0,2012-11-01
16322,2012-11-17,4,1,11,0,6,0,1,0.34,0.3485,0.53,0.0896,45,208,253,19.0,2012-11-01
16323,2012-11-17,4,1,11,0,6,0,2,0.34,0.3485,0.66,0.0896,30,142,172,20.0,2012-11-01
16324,2012-11-17,4,1,11,0,6,0,2,0.32,0.3333,0.57,0.1045,15,124,139,21.0,2012-11-01
16325,2012-11-17,4,1,11,0,6,0,2,0.32,0.3333,0.57,0.1045,15,130,145,22.0,2012-11-01
16326,2012-11-17,4,1,11,0,6,0,2,0.3,0.3182,0.7,0.1045,19,114,133,23.0,2012-11-01
16327,2012-11-18,4,1,11,0,0,0,2,0.3,0.303,0.7,0.1642,11,118,129,0.0,2012-11-01
16328,2012-11-18,4,1,11,0,0,0,1,0.3,0.2879,0.7,0.194,14,81,95,1.0,2012-11-01
16329,2012-11-18,4,1,11,0,0,0,1,0.28,0.2879,0.81,0.1045,8,65,73,2.0,2012-11-01
16330,2012-11-18,4,1,11,0,0,0,2,0.3,0.303,0.81,0.1642,9,37,46,3.0,2012-11-01
16331,2012-11-18,4,1,11,0,0,0,2,0.3,0.2879,0.81,0.194,4,8,12,4.0,2012-11-01
16332,2012-11-18,4,1,11,0,0,0,1,0.28,0.2879,0.81,0.1343,5,7,12,5.0,2012-11-01
16333,2012-11-18,4,1,11,0,0,0,1,0.28,0.2727,0.81,0.1642,2,13,15,6.0,2012-11-01
16334,2012-11-18,4,1,11,0,0,0,1,0.28,0.2727,0.81,0.194,3,39,42,7.0,2012-11-01
16335,2012-11-18,4,1,11,0,0,0,1,0.3,0.2879,0.75,0.2537,19,100,119,8.0,2012-11-01
16336,2012-11-18,4,1,11,0,0,0,1,0.32,0.303,0.7,0.2537,49,155,204,9.0,2012-11-01
16337,2012-11-18,4,1,11,0,0,0,1,0.34,0.303,0.66,0.2985,79,250,329,10.0,2012-11-01
16338,2012-11-18,4,1,11,0,0,0,1,0.38,0.3939,0.62,0.2836,92,267,359,11.0,2012-11-01
16339,2012-11-18,4,1,11,0,0,0,1,0.4,0.4091,0.62,0.2836,101,341,442,12.0,2012-11-01
16340,2012-11-18,4,1,11,0,0,0,1,0.4,0.4091,0.62,0.3284,113,334,447,13.0,2012-11-01
16341,2012-11-18,4,1,11,0,0,0,1,0.4,0.4091,0.62,0.2985,125,303,428,14.0,2012-11-01
16342,2012-11-18,4,1,11,0,0,0,1,0.42,0.4242,0.54,0.2836,89,318,407,15.0,2012-11-01
16343,2012-11-18,4,1,11,0,0,0,2,0.4,0.4091,0.62,0.3284,59,313,372,16.0,2012-11-01
16344,2012-11-18,4,1,11,0,0,0,2,0.38,0.3939,0.66,0.2537,48,232,280,17.0,2012-11-01
16345,2012-11-18,4,1,11,0,0,0,1,0.36,0.3485,0.66,0.2239,36,240,276,18.0,2012-11-01
16346,2012-11-18,4,1,11,0,0,0,1,0.36,0.3485,0.66,0.1642,16,194,210,19.0,2012-11-01
16347,2012-11-18,4,1,11,0,0,0,1,0.36,0.3485,0.66,0.1642,9,120,129,20.0,2012-11-01
16348,2012-11-18,4,1,11,0,0,0,1,0.36,0.3333,0.66,0.2537,17,93,110,21.0,2012-11-01
16349,2012-11-18,4,1,11,0,0,0,2,0.36,0.3333,0.66,0.2537,8,66,74,22.0,2012-11-01
16350,2012-11-18,4,1,11,0,0,0,1,0.36,0.3485,0.66,0.2239,6,53,59,23.0,2012-11-01
16351,2012-11-19,4,1,11,0,1,1,1,0.36,0.3485,0.66,0.2239,5,22,27,0.0,2012-11-01
16352,2012-11-19,4,1,11,0,1,1,2,0.36,0.3485,0.66,0.2239,0,19,19,1.0,2012-11-01
16353,2012-11-19,4,1,11,0,1,1,2,0.36,0.3333,0.66,0.2537,0,5,5,2.0,2012-11-01
16354,2012-11-19,4,1,11,0,1,1,2,0.36,0.3485,0.66,0.2239,0,2,2,3.0,2012-11-01
16355,2012-11-19,4,1,11,0,1,1,2,0.36,0.3485,0.66,0.2239,1,11,12,4.0,2012-11-01
16356,2012-11-19,4,1,11,0,1,1,2,0.36,0.3485,0.66,0.2239,1,38,39,5.0,2012-11-01
16357,2012-11-19,4,1,11,0,1,1,2,0.36,0.3333,0.66,0.2537,3,128,131,6.0,2012-11-01
16358,2012-11-19,4,1,11,0,1,1,2,0.36,0.3333,0.66,0.2985,5,381,386,7.0,2012-11-01
16359,2012-11-19,4,1,11,0,1,1,2,0.36,0.3333,0.66,0.2985,13,650,663,8.0,2012-11-01
16360,2012-11-19,4,1,11,0,1,1,2,0.36,0.3333,0.66,0.2537,18,260,278,9.0,2012-11-01
16361,2012-11-19,4,1,11,0,1,1,2,0.36,0.3333,0.66,0.2537,33,106,139,10.0,2012-11-01
16362,2012-11-19,4,1,11,0,1,1,2,0.38,0.3939,0.66,0.2537,33,164,197,11.0,2012-11-01
16363,2012-11-19,4,1,11,0,1,1,2,0.4,0.4091,0.62,0.2836,35,207,242,12.0,2012-11-01
16364,2012-11-19,4,1,11,0,1,1,1,0.44,0.4394,0.54,0.2537,46,205,251,13.0,2012-11-01
16365,2012-11-19,4,1,11,0,1,1,1,0.44,0.4394,0.54,0.2537,47,170,217,14.0,2012-11-01
16366,2012-11-19,4,1,11,0,1,1,1,0.44,0.4394,0.54,0.194,44,213,257,15.0,2012-11-01
16367,2012-11-19,4,1,11,0,1,1,1,0.42,0.4242,0.58,0.2537,55,325,380,16.0,2012-11-01
16368,2012-11-19,4,1,11,0,1,1,2,0.42,0.4242,0.58,0.194,33,586,619,17.0,2012-11-01
16369,2012-11-19,4,1,11,0,1,1,2,0.4,0.4091,0.58,0.2537,21,559,580,18.0,2012-11-01
16370,2012-11-19,4,1,11,0,1,1,2,0.4,0.4091,0.58,0.2836,25,381,406,19.0,2012-11-01
16371,2012-11-19,4,1,11,0,1,1,2,0.38,0.3939,0.62,0.2537,7,252,259,20.0,2012-11-01
16372,2012-11-19,4,1,11,0,1,1,2,0.38,0.3939,0.54,0.2239,15,188,203,21.0,2012-11-01
16373,2012-11-19,4,1,11,0,1,1,1,0.34,0.3485,0.66,0.1045,7,106,113,22.0,2012-11-01
16374,2012-11-19,4,1,11,0,1,1,1,0.34,0.3485,0.66,0.1045,2,72,74,23.0,2012-11-01
16375,2012-11-20,4,1,11,0,2,1,1,0.32,0.3333,0.7,0.1343,3,26,29,0.0,2012-11-01
16376,2012-11-20,4,1,11,0,2,1,1,0.34,0.3485,0.66,0.1045,3,10,13,1.0,2012-11-01
16377,2012-11-20,4,1,11,0,2,1,2,0.32,0.3333,0.76,0.0896,0,5,5,2.0,2012-11-01
16378,2012-11-20,4,1,11,0,2,1,2,0.34,0.3485,0.71,0.1045,0,2,2,3.0,2012-11-01
16379,2012-11-20,4,1,11,0,2,1,2,0.34,0.3333,0.66,0.194,0,6,6,4.0,2012-11-01
16380,2012-11-20,4,1,11,0,2,1,2,0.34,0.3333,0.66,0.1343,2,32,34,5.0,2012-11-01
16381,2012-11-20,4,1,11,0,2,1,2,0.34,0.3333,0.71,0.1642,2,146,148,6.0,2012-11-01
16382,2012-11-20,4,1,11,0,2,1,1,0.32,0.3333,0.76,0.0896,7,411,418,7.0,2012-11-01
16383,2012-11-20,4,1,11,0,2,1,1,0.34,0.3333,0.71,0.1343,16,649,665,8.0,2012-11-01
16384,2012-11-20,4,1,11,0,2,1,2,0.36,0.3788,0.71,0.0,28,298,326,9.0,2012-11-01
16385,2012-11-20,4,1,11,0,2,1,2,0.4,0.4091,0.66,0.0896,32,144,176,10.0,2012-11-01
16386,2012-11-20,4,1,11,0,2,1,2,0.42,0.4242,0.67,0.0896,45,160,205,11.0,2012-11-01
16387,2012-11-20,4,1,11,0,2,1,2,0.42,0.4242,0.67,0.0,70,243,313,12.0,2012-11-01
16388,2012-11-20,4,1,11,0,2,1,2,0.44,0.4394,0.58,0.0,49,218,267,13.0,2012-11-01
16389,2012-11-20,4,1,11,0,2,1,2,0.44,0.4394,0.58,0.1045,47,177,224,14.0,2012-11-01
16390,2012-11-20,4,1,11,0,2,1,2,0.46,0.4545,0.55,0.1045,61,226,287,15.0,2012-11-01
16391,2012-11-20,4,1,11,0,2,1,2,0.42,0.4242,0.62,0.0896,60,335,395,16.0,2012-11-01
16392,2012-11-20,4,1,11,0,2,1,2,0.4,0.4091,0.71,0.1642,37,553,590,17.0,2012-11-01
16393,2012-11-20,4,1,11,0,2,1,2,0.4,0.4091,0.66,0.0896,16,534,550,18.0,2012-11-01
16394,2012-11-20,4,1,11,0,2,1,2,0.4,0.4091,0.71,0.0,23,361,384,19.0,2012-11-01
16395,2012-11-20,4,1,11,0,2,1,2,0.38,0.3939,0.76,0.0,11,224,235,20.0,2012-11-01
16396,2012-11-20,4,1,11,0,2,1,1,0.36,0.3788,0.71,0.0,14,143,157,21.0,2012-11-01
16397,2012-11-20,4,1,11,0,2,1,1,0.36,0.3788,0.71,0.0,7,115,122,22.0,2012-11-01
16398,2012-11-20,4,1,11,0,2,1,1,0.32,0.3333,0.81,0.1045,1,82,83,23.0,2012-11-01
16399,2012-11-21,4,1,11,0,3,1,1,0.34,0.3636,0.81,0.0,1,25,26,0.0,2012-11-01
16400,2012-11-21,4,1,11,0,3,1,1,0.32,0.3333,0.81,0.1045,1,13,14,1.0,2012-11-01
16401,2012-11-21,4,1,11,0,3,1,1,0.28,0.2879,0.87,0.1045,2,6,8,2.0,2012-11-01
16402,2012-11-21,4,1,11,0,3,1,1,0.28,0.2879,0.87,0.1045,0,2,2,3.0,2012-11-01
16403,2012-11-21,4,1,11,0,3,1,1,0.28,0.2879,0.87,0.1045,0,10,10,4.0,2012-11-01
16404,2012-11-21,4,1,11,0,3,1,1,0.28,0.2879,0.87,0.1045,1,28,29,5.0,2012-11-01
